1	    127
0.90	126
0.80	122
0.70	125
0.60	125
0.50	126
0.4	    127
0.3	    125
0.2	    127
0.1	    131
0.09	132
0.08	139
0.07	134
0.06	138
0.05	142
0.04	140
0.03	143
0.02	151
0.01	167
